source_target_gene,n_cells
BPI,228
BPIFA1,355
BPIFA2,354
BPIFA3,41
BPIFB1,306
BPIFB2,13
BPIFB3,63
BPIFB4,209
BPIFB6,188
BPIFC,164
BPNT1,184
BPNT2,90
BPTF,156
BRAF,24
BRAP,95
BRAT1,124
BRCA1,54
BRCA2,301
BRCC3,301
BRD1,14
BRD2,155
BRD3,44
BRD4,144
BRD7,194
BRD8,61
BRD9,100
BRDT,138
BRF1,62
BRF2,233
BRI3,71
BRI3BP,135
BRICD5,223
BRINP1,96
BRINP2,158
BRINP3,306
BRIP1,298
BRIX1,81
BRK1,199
BRME1,183
BRMS1,196
BRMS1L,79
BRPF1,122
BRPF3,43
BRS3,535
BRSK1,66
BRSK2,404
BRWD1,104
BRWD3,189
BSCL2,429
BSDC1,91
BSG,194
BSN,103
BSND,138
BSPH1,448
BSPRY,117
BST1,38
BST2,374
BSX,330
BTAF1,243
BTBD1,151
BTBD10,215
BTBD16,160
BTBD17,202
BTBD18,393
BTBD19,136
BTBD2,115
BTBD3,105
BTBD6,89
BTBD7,319
BTBD8,532
BTBD9,60
BTC,332
BTD,161
BTF3,272
BTF3L4,258
BTG1,268
BTG2,114
BTG3,145
BTG4,210
BTK,158
BTLA,106
BTN1A1,196
BTN2A1,61
BTN2A2,263
BTN3A1,92
BTN3A2,143
BTN3A3,190
BTNL2,169
BTNL3,163
BTNL8,183
BTNL9,234
BTRC,112
BUB1,93
BUB1B,4
BUB3,158
BUD13,158
BUD23,78
BUD31,104
BVES,59
BYSL,114
BZW1,508
BZW2,62
C10orf105,72
C10orf120,65
C10orf53,98
C10orf55,72
C10orf62,129
C10orf67,187
C10orf71,56
C10orf88,69
C10orf90,267
C10orf95,172
C11orf16,314
C11orf21,252
C11orf24,14
C11orf40,223
C11orf42,237
C11orf52,384
C11orf54,177
C11orf58,214
C11orf65,239
C11orf68,93
C11orf71,57
C11orf86,172
C11orf87,108
C11orf91,83
C11orf96,164
C11orf98,361
C12orf4,83
C12orf40,409
C12orf42,180
C12orf43,140
C12orf50,135
C12orf54,138
C12orf56,92
C12orf57,274
