context,gene,mean_log2_cpm,log2fc_vs_rest,min_pairwise_log2fc,cell_fraction,construct_consistency,pvalue,fdr
A,TRBC1,11.713207572014673,11.709573776392073,11.705939980769472,0.9998369565213998,1.0,3.056116685867487e-144,2.2746590577984792e-142
A,MYO7B,11.242329190871663,11.219062046790807,11.213341647391312,0.9945108695648806,1.0,2.5926540956695567e-160,4.037786416390243e-158
A,CHI3L2,10.708400812623264,10.697603144451309,10.690480194192324,0.9961956521735754,1.0,4.400082463060485e-118,1.1649532612557138e-116
A,CD1E,10.555763885758184,10.553893101843887,10.55202231792959,0.9920652173909686,1.0,4.714262271984105e-105,7.949901973310412e-104
A,GYPC,10.370700166746166,10.368978269607055,10.367256372467946,0.9989673913040089,1.0,1.579307260389137e-125,5.543428306210583e-124
A,CD3D,9.88303552795421,9.88303552795421,9.88303552795421,0.9983152173909657,1.0,3.672269906423685e-119,1.0234312507631602e-117
A,AIF1,9.71679122196916,9.715027560757054,9.71326389954495,0.9980434782605311,1.0,1.6773488365288848e-116,4.235191551415507e-115
A,ITM2A,9.735799472871289,9.687364778264575,9.645959346539811,0.9942391304344459,1.0,6.877171704709602e-218,6.708138063335951e-215
A,IKZF1,9.576477069029362,9.574696319220635,9.572915569411908,0.9963586956518362,1.0,9.604081843694205e-143,6.845863415737873e-141
A,ALDH1A2,9.607483731616256,9.566394856677654,9.545301432021628,0.974402173912716,1.0,2.580194615054408e-241,9.563749360160669e-238
B,SPINK6,10.539694056197645,10.536135130776183,10.532576205354719,0.9480978260866413,1.0,7.300909073447566e-104,3.408255613556769e-102
B,PDE3A,9.984629269953313,9.984629269953313,9.984629269953313,0.9896739130431437,1.0,1.3827994555828055e-109,7.627209020927421e-108
B,ITGA11,9.259447770079307,9.219431123652804,9.1794144772263,0.9707608695648916,1.0,4.5803531487870054e-200,7.073973742205798e-197
B,COL5A1,11.114899149356365,9.526405439223442,9.104235241447542,0.9958695652170538,1.0,1.499327182208461e-121,1.3824393367099208e-119
B,CT83,9.033906079062875,9.033906079062875,9.033906079062875,0.9673369565214149,1.0,1.8033975366788973e-101,7.630677293897262e-100
B,PDK4,9.031271286411076,9.029520140134006,9.027768993856936,0.9034782608692707,1.0,3.1794560073461806e-94,9.707554890304245e-93
B,GNG11,10.193225612103706,9.593584701844456,8.993943791585208,0.9895652173909698,1.0,1.0069994826799972e-110,5.795876215064717e-109
B,SMOC1,8.898621017858154,8.868962895947748,8.849617715051172,0.9701630434779354,1.0,1.68152067258679e-263,3.116362262505098e-259
B,NNMT,8.840064260396817,8.78887702877082,8.744637728882577,0.9671195652170672,1.0,3.1378856240078767e-243,2.907721713486899e-239
B,ARMCX2,8.605809672114656,8.604081007310715,8.602352342506771,0.9402717391301232,1.0,7.685006048462294e-101,3.1233819538629757e-99
C,KRT5,10.83098381747215,10.825400558643341,10.823442547323912,0.9997826086953129,1.0,8.560405286195228e-145,1.1332142226361155e-142
C,FXYD3,10.938975474494134,10.783651122031273,10.641228577214598,0.9999456521735737,1.0,3.3078879340667725e-165,9.730966203501508e-163
C,KRT13,10.604729242822621,10.548139446832705,10.498524516022968,0.9962499999996624,1.0,1.980317916173693e-224,1.2233743980149018e-220
C,KRT15,10.980290958591263,10.181363006315577,9.382435054039888,0.9990760869561828,1.0,7.348802864261279e-103,1.9155466031414104e-101
C,CP,9.335682533918243,9.31760876281036,9.299534991702478,0.981521739130104,1.0,1.095873331218246e-211,4.06196408949355e-208
C,CYCS,9.5797290857161,9.103896060852618,9.006247103438554,0.9937499999996635,1.0,5.904249407615062e-153,1.1052874168821207e-150
C,NDUFB4,9.146343708486642,8.954989356573183,8.877008606702795,0.9959239130431408,1.0,2.7354637641082673e-146,3.929949607768877e-144
C,TMPRSS4,8.856253092857035,8.836188620418838,8.816124147980641,0.9743478260866291,1.0,1.1570924042610454e-209,3.574065588028326e-206
C,COL17A1,8.683823279383622,8.674928226717242,8.672639148928319,0.9531521739127259,1.0,8.209774834313315e-196,1.0143450466955244e-192
C,CX3CL1,8.58009858466885,8.58009858466885,8.58009858466885,0.9282065217388245,1.0,4.493656921012538e-96,9.616737149783529e-95
